Word,CEFR,Frequency
meant,?,9
testimony,B2,9
cancer,B1,9
wave,B1,9
dependent,B1,9
mining,?,9
estimates,?,9
arts,?,9
regions,?,9
aircraft,B2,9
museum,A2,9
instruction,B1,9
fresh,A2,9
findings,?,9
columbia,?,9
russian,?,9
protein,?,9
mechanical,B1,9
proportion,B1,9
recommended,?,9
engine,B1,9
fell,?,9
understood,?,9
salt,A2,9
exactly,A2,9
louis,?,9
carrying,?,9
marketing,B2,9
build,A1,9
channel,B1,9
divided,B2,9
primarily,B1,9
equivalent,?,9
arm,B1,9
remaining,B2,9
skills,?,9
speaking,?,9
consumer,B1,9
carbon,B2,9
silver,A2,9
document,B1,9
philosophy,B1,9
pounds,?,9
background,A2,9
consists,?,9
settlement,B1,9
pointed,?,9
crime,A2,9
safe,A2,9
message,A1,9
communications,?,9
cotton,B1,9
maintained,?,9
explained,?,9
marine,B1,9
ancient,A2,9
loans,?,9
proved,?,9
charged,?,9
delivery,B1,9
maybe,A1,9
parallel,?,9
pursuant,?,9
ice,A1,9
tables,?,9
ill,A2,9
farmers,?,9
closely,B1,9
mission,B1,9
anti,B1,9
sugar,A1,9
aware,B1,9
youth,A2,9
adult,A2,9
excellent,A1,9
happy,A1,9
bay,A2,9
edward,?,9
signed,?,9
approval,B1,9
store,B2,9
cambridge,?,9
sides,?,9
bear,A2,9
monthly,B1,9
schedule,B2,9
path,A2,9
continuous,B1,9
device,B1,9
spread,B2,9
kinds,?,9
strategy,A2,9
rapid,B1,9
shares,?,9
quarter,A1,9
minor,B1,9
straight,A1,9
technique,B1,9
solutions,?,9
variable,?,9
michigan,?,9
opportunities,?,9
ensure,B1,9
offices,?,9
jury,B2,9
expect,A2,9
die,A2,9
emergency,A2,9
periods,?,9
authors,?,9
publications,?,9
petition,?,9
securities,?,9
break,A1,9
contribution,B1,9
component,B2,9
cooperation,B2,9
discharge,B2,9
highway,A2,9
represents,?,9
protect,B1,9
participation,B2,9
birth,A1,9
wages,?,9
classification,B2,9
difficulty,A2,9
reform,B2,9
pennsylvania,?,9
fundamental,B2,9
band,A1,9
changing,?,9
expansion,B2,9
sciences,?,9
fruit,A1,9
doctor,A1,9
buy,A1,9
observations,?,9
feature,B2,9
electronic,B1,9
recovery,B1,9
walls,?,9
assume,B1,9
fit,B1,9
machinery,?,9
leadership,B1,9
legislative,B2,9
acting,?,9
prove,B1,9
carefully,A1,9
corporate,B2,9
mainly,A2,9
sought,?,9
apart,A2,9
identity,B1,9
meetings,?,9
horse,A1,9
leader,A1,9
los,?,9
severe,B1,9
train,A2,9
governments,?,9
objective,B1,9
suggests,?,9
indicates,?,9
forced,?,9
rapidly,B1,9
revolution,B2,9
sets,?,9
save,A1,9
grain,B2,9
fees,?,9
perfect,A2,9
possibly,A2,9
calculated,?,9
clerk,A2,9
talking,?,9
membership,B1,9
opposite,A2,9
career,B1,9
oxford,?,9
sell,A1,9
pure,B1,9
apparent,B1,9
formal,B1,9
export,B2,9
battle,B1,9
mountain,A1,9
weather,A1,9
soul,B1,9
tools,?,9
elected,?,9
billion,B2,9
minute,A1,9
examined,?,9
structural,?,9
sand,B1,9
sexual,B2,9
arrived,?,9
instrument,A2,9
measurements,?,9
academic,B1,9
nevertheless,B1,9
americans,?,9
bearing,B2,9
yellow,A1,9
acres,?,9
radiation,B1,9
engineers,?,9
cars,?,9
trouble,B1,9
ministry,?,9
crop,B1,9
determining,?,9
stories,?,9
award,B1,9
clause,B2,9
frank,A2,9
possession,B1,9
firms,?,9
column,A2,9
extremely,A2,9
avenue,B1,9
ought,?,9
height,B1,9
broken,A1,9
plane,A1,9
suit,A2,9
expense,B1,9
therapy,B2,9
killed,?,9
mechanism,?,9
hotel,A1,9
specifically,B2,9
michael,?,9
wage,B2,9
extensive,B2,9
cycle,B1,9
philadelphia,?,9
perform,A2,9
attached,B2,9
obvious,B1,9
engineer,A1,9
copper,B2,9
inch,B2,9
receiving,?,9
sheet,B1,9
proposal,B1,9
admitted,?,9
garden,A1,9
soft,A2,9
suddenly,B1,9
chamber,?,9
user,B2,9
diseases,?,9
regarded,?,9
listed,?,9
usa,?,9
cents,?,9
measurement,B1,9
vessels,?,9
recognition,B2,9
superior,B1,9
goal,A1,9
mixed,?,9
thin,A1,9
inspection,B1,9
attitude,A2,9
slowly,A2,9
captain,A2,9
producing,?,9
treaty,B2,9
chair,A1,9
powerful,A2,9
consistent,B2,9
identify,B2,9
certificate,B2,9
sentence,B2,9
conservation,B1,9
contributions,?,9
courses,?,9
knows,?,9
stations,?,9
input,B2,9
spanish,?,9
scene,A2,9
greatly,A2,9
target,A2,9
desired,?,9
democratic,B1,9
emphasis,B1,9
representation,?,9
directors,?,9
assigned,?,9
keeping,?,9
played,?,9
necessarily,B2,9
senior,A2,9
requirement,B1,9
capable,B1,9
core,B2,9
deposits,?,9
yourself,A1,9
version,B2,9
tube,A1,9
latin,?,9
television,A1,9
decrease,B1,9
slow,B1,9
advertising,A2,9
equally,B1,9
drugs,?,9
fifty,A1,9
uniform,A2,9
clean,A1,9
operate,A2,9
italy,?,9
statistical,?,9
mode,?,9
ends,?,9
witness,B1,9
reader,A1,9
explanation,A2,9
municipal,?,9
speaker,A2,9
islands,?,9
tissue,B1,9
drawing,A2,9
secure,B1,9
consent,B2,9
valuable,B1,9
acquired,?,9
scope,B1,9
fee,A2,9
interior,B2,9
jobs,?,9
calls,?,9
chosen,?,9
districts,?,9
significance,B1,9
exposure,?,9
characteristic,B1,9
criteria,?,9
variables,?,9
achieved,?,9
seek,A2,9
carrier,?,9
accounting,?,9
revised,?,9
contents,?,9
ray,A2,9
respondent,?,9
becoming,?,9
extra,B1,9
creation,B2,9
stopped,?,9
fifth,B1,9
grown,?,9
card,A1,9
depends,?,9
dealing,?,9
describe,A1,9
camp,A2,9
resource,B1,9
linear,?,9
lies,?,9
variation,B2,9
diameter,B1,9
exists,?,9
campaign,B2,9
difficulties,?,9
passing,?,9
inner,A2,9
sister,A1,9
vision,B1,9
martin,?,9
involving,?,9
danger,A2,9
waters,?,9
jones,?,9
starting,?,9
appendix,?,9
israel,?,9
steam,B1,9
achieve,A2,9
feed,B1,9
delivered,?,9
facility,B1,9
enemy,B1,9
strike,B1,9
unable,B1,9
exception,B2,9
discuss,A1,9
software,A2,9
jewish,?,9
interaction,B1,9
navy,B2,9
unique,B1,9
writer,A1,9
wild,A2,9
tradition,A2,9
fluid,B2,9
frame,B2,9
via,B1,9
savings,B2,9
ring,A1,9
sleep,A1,9
cast,B2,9
expenditure,?,9
walk,A1,9
efficient,B1,9
discovered,?,9
advice,A2,9
till,A2,9
offers,?,9
fairly,A2,9
curve,B1,9
accident,A2,9
waiting,?,9
fight,B1,9
instruments,?,9
denied,?,9
angle,B1,9
implementation,?,9
economics,B1,9
refer,A2,9
concerns,?,9
remove,B1,9
demands,?,9
significantly,B2,9
flat,A1,9
devices,?,9
distributed,?,9
printing,?,9
organic,B1,9
seed,A2,9
comments,?,9
strongly,A2,9
choose,A1,9
grounds,?,9
russia,?,9
temporary,B1,9
sequence,B1,9
mid,?,9
route,B2,9
mg,?,9
experienced,B1,9
identification,B2,9
copies,?,9
category,B1,9
signs,?,9
flight,A2,9
necessity,B2,9
prime,B2,9
declared,?,9
substance,B2,9
losses,?,9
experiences,?,9
dated,B2,9
circle,B1,9
roman,?,9
currently,B1,9
violence,B1,9
removal,?,9
count,A2,9
hardly,A2,9
suppose,B1,9
walked,?,9
distinct,?,9
track,B2,9
spoke,?,9
boundary,?,9
favor,A2,9
carolina,?,9
grow,A1,9
q,?,9
confidence,B1,9
twelve,A1,9
pieces,?,9
ran,?,9
goals,?,9
stream,B1,9
permitted,?,9
noise,A1,9
lie,A2,9
exports,?,9
greek,?,9
roads,?,9
parameters,?,9
belief,B1,9
intelligence,A2,9
instructions,?,9
contrary,B1,9
parliament,B2,9
finished,?,9
magnetic,?,9
eventually,B1,9
draw,A1,9
florida,?,9
recommendations,?,9
ad,B1,9
careful,A1,9
ships,?,9
earnings,B2,9
familiar,A2,9
forty,A1,9
operated,?,9
asia,?,9
thick,A1,9
opposition,B1,9
queen,A2,9
departments,?,9
transition,B2,9
widely,A2,9
corner,A1,9
watch,A1,9
arrangement,B1,9
enforcement,?,9
grants,?,9
programme,B1,9
absolute,B1,9
francisco,?,9
judicial,?,9
wilson,?,9
sight,A1,9
tool,A1,9
constitutional,?,9
ml,?,9
chain,A2,9
thousands,?,9
objectives,?,9
crisis,B1,9
vessel,B1,9
movements,?,9
machines,?,9
narrow,B1,9
psychology,B2,9
household,B1,9
alcohol,B1,9
parent,A1,9
creek,B2,9
comprehensive,B2,9
shift,B1,9
transmission,B2,9
continuing,?,9
shop,B1,9
registered,?,9
sons,?,9
oxygen,B1,9
looks,?,9
perspective,B2,9
wire,B2,9
treasury,?,9
claimed,?,9
pretty,A2,9
literary,B1,9
gray,A1,9
ibid,?,9
census,?,9
pipe,B1,9
allows,?,9
ahead,A2,9
degrees,?,9
committed,?,9
observation,B1,9
wait,A1,9
contemporary,B2,9
electron,B1,9
sitting,?,9
challenge,B2,9
holy,B1,9
birds,?,9
images,?,9
preliminary,B2,9
profits,?,9
behalf,B1,9
leads,?,9
thereby,?,9
williams,?,9
concluded,?,9
vehicles,?,9
ended,?,9
indians,?,9
zero,?,9
ideal,A1,9
obviously,B1,9
mill,B2,9
tend,B1,9
illustrated,?,9
preceding,?,9
raise,A2,9
vertical,?,9
client,B2,9
counties,?,9
theoretical,?,9
novel,A2,9
resulted,?,9
dc,?,9
mile,B1,9
bills,?,9
controls,?,9
touch,B1,9
el,?,9
license,A2,9
secret,A2,9
visual,B1,9
symptoms,?,9
handling,?,9
appeals,?,9
ex,?,9
fed,?,9
couple,A2,9
falls,?,9
customers,?,9
owners,?,9
select,B2,9
pleasure,A1,9
clay,?,9
constructed,?,9
drop,A1,9
plain,B1,9
wheat,B2,9
seeing,?,9
stability,B2,9
mutual,B1,9
reporting,?,9
display,B1,9
manufacturers,?,9
helped,?,9
aside,B1,9
mere,B1,9
web,A2,9
unknown,A2,9
stages,?,9
applicant,B2,9
elsewhere,A2,9
similarly,B1,9
satisfactory,B2,9
famous,A1,9
guard,B2,9
twice,A2,9
patent,?,9
reactions,?,9
baby,A1,9
biological,B2,9
demonstrated,?,9
lee,?,9
fellow,B1,9
complaint,A2,9
limitations,?,9
imports,?,9
framework,?,9
vi,?,9
mixture,B2,9
willing,B2,9
pair,A1,9
ocean,B1,9
appointment,A2,9
concepts,?,9
star,B1,9
velocity,?,9
soldiers,?,9
fort,?,9
situations,?,9
besides,B1,9
approaches,?,9
universal,B2,9
categories,?,9
wants,?,9
independence,A2,9
planned,?,9
considering,B2,9
cited,?,9
spiritual,B1,9
rooms,?,9
consequences,?,9
bone,A1,9
angeles,?,9
exposed,?,9
caught,?,9
returns,?,9
warm,B1,9
transferred,?,9
happen,A1,9
agreements,?,9
refused,?,9
ireland,?,9
requested,?,9
struggle,B2,9
province,B2,9
registration,B1,9
rare,B1,9
seat,A1,9
onto,B1,9
users,?,9
supposed,?,9
imposed,?,9
joined,?,9
induced,?,9
homes,?,9
shot,A2,9
dear,B2,9
empire,B1,9
practically,B2,9
abstract,B1,9
damages,?,9
mention,B1,9
stores,?,9
dog,A1,9
formula,B1,9
composed,?,9
debate,A2,9
permission,A2,9
arranged,?,9
univ,?,9
rocks,?,9
crops,?,9
aspect,B1,9
amendments,?,9
operator,B2,9
turning,B1,9
normally,B1,9
heads,?,9
corporations,?,9
ann,?,9
troops,?,9
consequently,B1,9
branches,?,9
informed,?,9
associations,?,9
adjustment,B2,9
ma,?,9
occasion,B1,9
mines,?,9
realized,?,9
thoughts,?,9
designated,?,9
subsection,?,9
retirement,B2,9
expenditures,?,9
arrangements,?,9
cattle,B1,9
seeking,?,9
furthermore,B1,9
legislature,B2,9
temperatures,?,9
meat,A1,9
partly,A2,9
magazine,A1,9
probability,B1,9
decline,B2,9
stands,?,9
commonly,B1,9
apparatus,?,9
modified,?,9
armed,A2,9
italian,?,9
min,?,9
responses,?,9
repeated,?,9
answered,?,9
evolution,B2,9
delay,B1,9
mortgage,B2,9
infection,B1,9
selling,?,9
improvements,?,9
root,A2,9
accurate,B1,9
catholic,?,9
extreme,B1,9
recognize,B1,9
miller,?,9
incorporated,?,9
option,B1,9
worker,A1,9
salary,B2,9
settled,?,9
jack,?,9
characters,?,9
readily,B2,9
conclusions,?,9
creating,?,9
instances,?,9
supplied,?,9
beauty,A2,9
ownership,?,9
spot,B2,9
corn,A1,9
naval,B2,9
compounds,?,9
equations,?,9
shared,?,9
mostly,A2,9
prince,A1,9
mineral,B1,9
weak,A2,9
heating,A2,9
streets,?,9
acquisition,B2,9
oral,B1,9
centers,?,9
extend,B1,9
involves,?,9
sit,A1,9
peak,B2,9
bulletin,B1,9
qualified,B1,9
draft,B2,9
originally,B2,9
ball,A1,9
exceed,B2,9
dangerous,A2,9
stable,B1,9
strategies,?,9
attempts,?,9
id,A2,9
register,B1,9
funding,?,9
announced,?,9
particles,?,9
evident,B1,9
proceeding,?,9
coverage,?,9
namely,?,9
tested,?,9
unemployment,B1,9
continues,?,9
psychological,B1,9
thermal,?,9
enable,B1,9
addressed,?,9
publishing,?,9
z,?,9
eat,A1,9
cutting,?,9
tel,?,9
bible,?,9
obligations,?,9
begins,?,9
faculty,B2,9
partial,B1,9
ft,?,9
prescribed,?,9
academy,B1,9
enterprise,B2,9
comment,B2,9
chemistry,B1,9
intensity,?,9
manufacture,B2,9
alleged,?,9
sharp,B2,9
flowers,?,9
massachusetts,?,9
burden,B2,9
repair,A2,9
rice,A1,9
transactions,?,9
playing,?,9
fat,B2,9
poetry,B1,9
res,?,9
driven,?,9
accordingly,B2,9
naturally,B1,9
copyright,B1,9
binding,?,9
developments,?,9
replied,?,9
feelings,?,9
panel,B2,9
outstanding,B1,9
reflect,A2,9
pulled,?,9
taught,?,9
separation,B1,9
boat,A1,9
audience,A2,9
evil,B2,9
ourselves,A2,9
purchased,?,9
fill,A1,9
societies,?,9
pictures,?,9
join,A1,9
abuse,B2,9
intellectual,B2,9
collective,?,9
violation,?,9
plates,?,9
strange,A1,9
gentleman,B1,9
raw,A2,9
specimens,?,9
customer,A2,9
customs,B1,9
occupied,?,9
corps,?,9
il,?,9
knowing,?,9
handle,B1,9
utility,B2,9
committees,?,9
jersey,?,9
decide,A2,9
windows,?,9
examine,B1,9
quick,A2,9
physics,B1,9
matrix,?,9
essentially,B2,9
accompanied,?,9
diagnosis,?,9
atlantic,B1,9
covering,?,9
won,?,9
finds,?,9
manual,B2,9
outer,B1,9
deputy,B2,9
nursing,?,9
towns,?,9
spain,?,9
revealed,?,9
conversation,A1,9
afternoon,A1,9
beach,A1,9
presents,?,9
tendency,B1,9
errors,?,9
whenever,B1,9
founded,?,9
song,A1,9
gift,A1,9
doctrine,?,9
constitute,B1,9
monitoring,?,9
acute,B2,9
asking,?,9
argued,?,9
wealth,A2,9
thou,?,9
investigations,?,9
bright,A1,9
factory,A1,9
neck,A1,9
released,?,9
promise,B1,9
desirable,B2,9
atmosphere,B1,9
writers,?,9
trip,B2,9
driving,?,9
interview,B1,9
deposit,B2,9
defendants,?,9
compliance,?,9
mountains,?,9
arthur,?,9
fax,B1,9
substantially,?,9
distinction,B1,9
hit,A2,9
climate,B1,9
bell,A1,9
intention,B1,9
distinguished,B2,9
languages,?,9
rome,?,9
league,B1,9
lose,A2,9
kansas,?,9
iowa,?,9
exhibit,B2,9
appellant,?,9
functional,B2,9
print,A2,9
davis,?,9
screen,B2,9
assist,B1,9
managed,?,9
conventional,B2,9
smile,B1,9
readers,?,9
gradually,A2,9
participants,?,9
pollution,A1,9
effectively,B2,9
truly,A2,9
voltage,?,9
mills,?,9
host,A2,9
border,B1,9
graduate,A2,9
remarks,?,9
representing,?,9
advantages,?,9
taylor,?,9
secured,?,9
newspaper,A1,9
quantities,?,9
criticism,B2,9
adults,?,9
rent,A2,9
variations,?,9
translation,B2,9
preferred,?,9
films,?,9
democracy,B1,9
grew,?,9
prevention,B2,9
depending,?,9
dynamic,B2,9
muscle,B1,9
residence,B2,9
ph,B2,9
superintendent,B2,9
sunday,A1,9
directions,?,9
filing,?,9
ages,?,9
strain,B2,9
competitive,B1,9
ave,?,9
closer,?,9
proposals,?,9
lease,B2,9
sensitive,B2,9
managers,?,9
promote,B1,9
supporting,?,9
presentation,B1,9
obligation,B2,9
consequence,A2,9
serving,?,9
dinner,A1,9
elizabeth,?,9
banking,A2,9
sweet,A2,9
increasingly,B1,9
holds,?,9
canal,B1,9
discovery,B1,9
conversion,B2,9
slight,B1,9
wine,A2,9
link,B1,9
satisfied,B1,9
replaced,?,9
petroleum,?,9
personality,A2,9
soc,?,9
describes,?,9
terminal,B1,9
ll,?,9
definite,B1,9
beam,B2,9
vast,B1,9
classified,?,9
bringing,?,9
ltd,?,9
administrator,?,9
dollar,A1,9
thanks,A1,9
vary,B1,9
ending,A2,9
reducing,?,9
equity,B2,9
wisconsin,?,9
generated,?,9
reply,B1,9
assumption,B2,9
considerations,?,9
vital,B2,9
escape,B1,9
separated,?,9
requiring,?,9
snow,A2,9
adding,?,9
automatic,A2,9
ny,?,9
depend,A2,9
rising,?,9
prepare,A2,9
fishing,A1,9
opposed,?,9
grace,A2,9
le,?,9
eggs,?,9
employers,?,9
emotional,B1,9
poverty,B1,9
crown,A2,9
weekly,A2,9
accuracy,B1,9
integration,?,9
axis,B2,9
coffee,A1,9
behaviour,A2,9
communist,?,9
valid,B2,9
statutory,?,9
liberal,B2,9
partnership,B2,9
basin,B1,9
dr,A1,9
legs,?,9
rubber,B1,9
answers,?,9
discrimination,B1,9
brothers,?,9
surplus,?,9
calling,?,9
spend,A1,9
jackson,?,9
hole,A1,9
integrated,?,9
isolated,?,9
treasurer,?,9
temple,A1,9
gets,?,9
width,B2,9
prison,B1,9
acceptance,B1,9
teeth,?,9
visible,B1,9
thickness,B2,9
rs,?,9
lewis,?,9
submit,B2,9
quiet,B2,9
applies,?,9
colonial,B2,9
cable,B2,9
payable,?,9
amend,?,9
roll,B2,9
dose,B2,9
tone,A2,9
plays,?,9
uk,?,9
appropriation,?,9
libraries,?,9
options,?,9
devoted,B2,9
rain,A1,9
retail,B1,9
pension,B2,9
elementary,A1,9
minority,B1,9
fifteen,A1,9
cup,A1,9
dream,A2,9
define,B1,9
sodium,?,9
putting,?,9
unions,?,9
ion,?,9
divine,B1,9
formerly,B2,9
loved,?,9
truck,A1,9
subsequently,?,9
pa,B2,9
huge,B1,9
worse,B2,9
defence,B1,9
scott,?,9
partner,A1,9
liberty,A2,9
hydrogen,?,9
dropped,?,9
ch,?,9
physician,B2,9
ing,?,9
horses,?,9
cooperative,B2,9
fighting,B2,9
protected,?,9
waves,?,9
execution,B2,9
marks,?,9
weapons,?,9
colorado,?,9
implications,?,9
identical,B2,9
satisfaction,B1,9
irish,?,9
statutes,?,9
duration,?,9
associate,B1,9
abroad,A2,9
hereby,?,9
mechanisms,?,9
exact,B1,9
molecular,?,9
reflected,?,9
trained,?,9
strategic,B1,9
considerably,B2,9
jews,?,9
threat,B1,9
consciousness,B2,9
ore,?,9
spectrum,?,9
soils,?,9
plasma,?,9
taxation,?,9
wonder,A2,9
tank,B1,9
nitrogen,?,9
supervision,B2,9
ct,?,9
random,?,9
absorption,?,9
inquiry,B1,9
heaven,B1,9
thy,?,9
bird,A1,9
fail,A2,9
circulation,?,9
comparative,A2,9
guidance,B1,9
begun,?,9
australian,?,9
row,B2,9
expert,A2,9
drink,A1,9
forming,?,9
empty,A2,9
trend,B1,9
honor,B2,9
grass,A1,9
concentrations,?,9
du,?,9
intermediate,B1,9
absolutely,B1,9
encourage,A2,9
trends,?,9
walter,?,9
reserved,?,9
commitment,A2,9
kill,A1,9
younger,?,9
striking,B2,9
breath,B1,9
priority,B2,9
missouri,?,9
cf,?,9
timber,?,9
completion,B2,9
involve,B1,9
contribute,B1,9
aim,B2,9
regulatory,?,9
smooth,A2,9
typically,B1,9
edited,?,9
hospitals,?,9
depression,B1,9
feeding,?,9
frequent,B1,9
bought,?,9
recording,B1,9
freight,?,9
adoption,B2,9
quoted,?,9
commonwealth,B2,9
domain,?,9
optical,?,9
effectiveness,B2,9
yes,A1,9
wear,A1,9
rendered,?,9
restricted,?,9
intent,B2,9
dance,A1,9
alexander,?,9
valve,?,9
golden,A2,9
extending,?,9
tv,A1,9
shell,B2,9
deemed,?,9
classical,B1,9
entrance,A2,9
judges,?,9
unusual,A2,9
kitchen,A1,9
suffering,B2,9
destruction,B1,9
fault,A2,9
compare,A2,9
enjoy,A1,9
beneath,B1,9
refers,?,9
architecture,A2,9
underlying,?,9
colour,A1,9
establishing,?,9
restrictions,?,9
dimensions,?,9
shoulder,A1,9
wise,A2,9
lying,?,9
digital,B1,9
metals,?,9
dna,B2,9
financing,?,9
correlation,?,9
tasks,?,9
indiana,?,9
analyses,?,9
arguments,?,9
offering,?,9
volumes,?,9
georgia,?,9
trading,?,9
sky,A1,9
telling,?,9
destroyed,?,9
cook,A1,9
proceed,B1,9
exclusive,B1,9
minnesota,?,9
plastic,B1,9
allowing,?,9
liable,?,9
sufficiently,B2,9
respective,?,9
gun,A2,9
realize,A2,9
guilty,B1,9
carriers,?,9
furnished,?,9
paying,?,9
surgery,B1,9
rank,B1,9
occasionally,B1,9
import,B2,9
attitudes,?,9
fashion,A2,9
clark,?,9
consisting,?,9
era,B1,9
theories,?,9
consumers,?,9
advisory,?,9
dust,A2,9
files,?,9
gender,A2,9
commissioners,?,9
silence,A2,9
adjacent,?,9
com,?,9
boards,?,9
arise,B1,9
accomplished,?,9
witnesses,?,9
maps,?,9
wet,A2,9
residents,?,9
unlike,B2,9
farms,?,9
surfaces,?,9
trans,?,9
shaped,?,9
wells,?,9
solar,B2,9
bus,A1,9
occupation,A2,9
tom,?,9
app,?,9
spite,B2,9
inc,?,9
disposal,B2,9
incident,B1,9
runs,?,9
sick,A1,9
calendar,A2,9
electricity,B1,9
seriously,A2,9
unity,?,9
intervention,?,9
suffered,?,9
noticed,?,9
declaration,B1,9
universities,?,9
bishop,B1,9
afraid,A1,9
transaction,?,9
walking,A2,9
chronic,?,9
shipping,B2,9
attempted,?,9
millions,?,9
surely,B1,9
roots,?,9
internet,A1,9
chapters,?,9
counter,B1,9
ultimate,B2,9
chest,A2,9
producers,?,9
theatre,A1,9
resolved,?,9
reaching,?,9
covers,?,9
admission,B1,9
surrounding,B1,9
ultimately,B2,9
confirmed,?,9
transformation,B1,9
horizontal,?,9
productivity,?,9
driver,A1,9
moderate,B1,9
guidelines,?,9
applying,?,9
flood,B1,9
quarterly,?,9
resident,B2,9
ton,B2,9
adjusted,?,9
colleges,?,9
glad,A1,9
charter,?,9
tobacco,B1,9
clothes,A1,9
elections,?,9
fingers,?,9
measuring,?,9
painting,A1,9
varying,?,9
notion,B1,9
shock,B2,9
faced,?,9
skill,A1,9
gene,B1,9
op,?,9
contractor,?,9
hills,?,9
inter,?,9
pub,B1,9
networks,?,9
unfortunately,A2,9
successfully,A2,9
attended,?,9
characterized,?,9
lips,?,9
un,?,9
mathematics,B1,9
promotion,B1,9
logic,B1,9
leaf,A1,9
availability,B2,9
bulk,?,9
wing,B1,9
varied,B2,9
nice,A1,9
vii,?,9
boundaries,?,9
correspondence,B2,9
maintaining,?,9
differential,?,9
shore,A2,9
currency,B1,9
struck,?,9
imagine,A1,9
rail,B1,9
colonel,?,9
steady,B1,9
premises,?,9
sounds,?,9
dates,?,9
negotiations,?,9
liver,B1,9
lawrence,?,9
journey,A2,9
dispute,B2,9
mobile,A1,9
disability,B1,9
spending,?,9
acre,?,9
compound,B1,9
profile,B2,9
teach,A1,9
raising,?,9
virtue,B2,9
rarely,B1,9
turns,?,9
lists,?,9
pro,A2,9
contributed,?,9
tension,B1,9
cards,?,9
lateral,?,9
passenger,A2,9
falling,?,9
video,A1,9
berlin,?,9
treat,B2,9
anderson,?,9
ms,A2,9
remarkable,B1,9
responsibilities,?,9
thereafter,B2,9
investments,?,9
perfectly,A2,9
harry,?,9
tea,A1,9
con,?,9
operators,?,9
cal,?,9
atomic,B1,9
receipts,?,9
allen,?,9
aged,A2,9
reserves,?,9
catch,A1,9
attend,B1,9
easier,?,9
poet,B1,9
stocks,?,9
discussions,?,9
drew,?,9
healthy,A1,9
adapted,?,9
lowest,?,9
watched,?,9
participate,B1,9
eligible,B2,9
membrane,?,9
taste,B1,9
pupils,?,9
probable,B2,9
equilibrium,?,9
institutional,?,9
scotland,?,9
therein,?,9
